No.,QRCODE,SLOT_NO,MAIN_LOADING_TIME,FIRST_IN_DATETIME,LAST_IN_DATETIME,QRCODE
3705,A11F2S2642207155,2,2026-08-19 14:45,45:44.0,45:44.0,A11F2S2642207155
3706,A11F2S2642207156,1,2026-08-19 14:45,45:44.0,45:44.0,A11F2S2642207156
3707,A11F2S2642207140,5,2026-08-19 14:45,45:44.0,45:44.0,A11F2S2642207140
3708,A11F2S2642207139,6,2026-08-19 14:45,45:44.0,45:44.0,A11F2S2642207139
3709,A11F2S2642209861,3,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642209861
3710,A11F2S2642207146,5,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642207146
3711,A11F2S2642207145,6,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642207145
3712,A11F2S2642207147,4,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642207147
3713,A11F2S2642209865,2,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642209865
3714,A11F2S2642209866,1,2026-08-19 14:45,45:36.0,45:36.0,A11F2S2642209866
3715,A11F2S2642209855,6,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209855
3716,A11F2S2642209874,4,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209874
3717,A11F2S2642209856,5,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209856
3718,A11F2S2642209880,1,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209880
3719,A11F2S2642209862,2,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209862
3720,A11F2S2642209875,3,2026-08-19 14:45,45:28.0,45:28.0,A11F2S2642209875
3721,A11F2S2642209868,1,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209868
3722,A11F2S2642209844,6,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209844
3723,A11F2S2642209850,2,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209850
3724,A11F2S2642209863,4,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209863
3725,A11F2S2642209864,3,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209864
3726,A11F2S2642209845,5,2026-08-19 14:45,45:20.0,45:20.0,A11F2S2642209845
3727,A11F2S2642209871,5,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642209871
3728,A11F2S2642209870,6,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642209870
3729,A11F2S2642207194,3,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642207194
3730,A11F2S2642207195,2,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642207195
3731,A11F2S2642209872,4,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642209872
3732,A11F2S2642207196,1,2026-08-19 14:45,45:12.0,45:12.0,A11F2S2642207196
3733,A11F2S2642207188,5,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207188
3734,A11F2S2642207201,2,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207201
3735,A11F2S2642207198,6,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207198
3736,A11F2S2642207202,1,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207202
3737,A11F2S2642207189,4,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207189
3738,A11F2S2642207200,3,2026-08-19 14:44,45:04.0,45:04.0,A11F2S2642207200
3739,A11F2S2642207191,2,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207191
3740,A11F2S2642207190,3,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207190
3741,A11F2S2642207175,6,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207175
3742,A11F2S2642207177,4,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207177
3743,A11F2S2642207192,1,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207192
3744,A11F2S2642207176,5,2026-08-19 14:44,44:55.0,44:55.0,A11F2S2642207176
3745,A11F2S2642207182,5,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642207182
3746,A11F2S2642209891,1,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642209891
3747,A11F2S2642207181,6,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642207181
3748,A11F2S2642209873,2,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642209873
3749,A11F2S2642207183,4,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642207183
3750,A11F2S2642209887,3,2026-08-19 14:44,44:47.0,44:47.0,A11F2S2642209887
3751,A11F2S2642209888,2,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209888
3752,A11F2S2642209889,1,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209889
3753,A11F2S2642209894,5,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209894
3754,A11F2S2642209893,6,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209893
3755,A11F2S2642209896,3,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209896
3756,A11F2S2642209895,4,2026-08-19 14:44,44:38.0,44:38.0,A11F2S2642209895
3757,A11F2S2642209882,5,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209882
3758,A11F2S2642209881,6,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209881
3759,A11F2S2642209884,3,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209884
3760,A11F2S2642209877,1,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209877
3761,A11F2S2642209876,2,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209876
3762,A11F2S2642209883,4,2026-08-19 14:44,44:30.0,44:30.0,A11F2S2642209883
3763,A11F2S2642209878,6,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642209878
3764,A11F2S2642207180,1,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642207180
3765,A11F2S2642209867,5,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642209867
3766,A11F2S2642207178,3,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642207178
3767,A11F2S2642207179,2,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642207179
3768,A11F2S2642209886,4,2026-08-19 14:44,44:22.0,44:22.0,A11F2S2642209886
3769,A11F2S2642207170,5,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207170
3770,A11F2S2642207186,1,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207186
3771,A11F2S2642207171,4,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207171
3772,A11F2S2642207184,3,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207184
3773,A11F2S2642207169,6,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207169
3774,A11F2S2642207185,2,2026-08-19 14:44,44:14.0,44:14.0,A11F2S2642207185
3775,A11F2S2642207159,4,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207159
3776,A11F2S2642207173,2,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207173
3777,A11F2S2642207157,6,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207157
3778,A11F2S2642207172,3,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207172
3779,A11F2S2642207174,1,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207174
3780,A11F2S2642207158,5,2026-08-19 14:43,44:05.0,44:05.0,A11F2S2642207158
3781,A11F2S2642209900,1,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642209900
3782,A11F2S2642207164,5,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642207164
3783,A11F2S2642209907,3,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642209907
3784,A11F2S2642209899,2,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642209899
3785,A11F2S2642207165,4,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642207165
3786,A11F2S2642207163,6,2026-08-19 14:43,43:56.0,43:56.0,A11F2S2642207163
3787,A11F2S2642209925,1,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209925
3788,A11F2S2642209902,5,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209902
3789,A11F2S2642209901,6,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209901
3790,A11F2S2642209908,2,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209908
3791,A11F2S2642209920,3,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209920
3792,A11F2S2642209919,4,2026-08-19 14:43,43:48.0,43:48.0,A11F2S2642209919
3793,A11F2S2642209914,1,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209914
3794,A11F2S2642209897,4,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209897
3795,A11F2S2642209879,5,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209879
3796,A11F2S2642209890,6,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209890
3797,A11F2S2642209898,3,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209898
3798,A11F2S2642209885,2,2026-08-19 14:43,43:41.0,43:41.0,A11F2S2642209885
3799,A11F2S2642209903,6,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642209903
3800,A11F2S2642206934,1,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642206934
3801,A11F2S2642206932,3,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642206932
3802,A11F2S2642209905,4,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642209905
3803,A11F2S2642209904,5,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642209904
3804,A11F2S2642206933,2,2026-08-19 14:43,43:33.0,43:33.0,A11F2S2642206933
3805,A11F2S2642206940,1,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206940
3806,A11F2S2642206923,6,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206923
3807,A11F2S2642206936,5,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206936
3808,A11F2S2642206937,4,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206937
3809,A11F2S2642206938,3,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206938
3810,A11F2S2642206939,2,2026-08-19 14:43,43:24.0,43:24.0,A11F2S2642206939
3811,A11F2S2642206927,2,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206927
3812,A11F2S2642206913,6,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206913
3813,A11F2S2642206924,5,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206924
3814,A11F2S2642206926,3,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206926
3815,A11F2S2642206925,4,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206925
3816,A11F2S2642206928,1,2026-08-19 14:43,43:16.0,43:16.0,A11F2S2642206928
3817,A11F2S2642207213,3,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642207213
3818,A11F2S2642206930,5,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642206930
3819,A11F2S2642207215,1,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642207215
3820,A11F2S2642206931,4,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642206931
3821,A11F2S2642207214,2,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642207214
3822,A11F2S2642206918,6,2026-08-19 14:42,43:07.0,43:07.0,A11F2S2642206918
3823,A11F2S2642207222,1,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207222
3824,A11F2S2642207221,2,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207221
3825,A11F2S2642207216,6,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207216
3826,A11F2S2642207219,3,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207219
3827,A11F2S2642207218,4,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207218
3828,A11F2S2642207205,5,2026-08-19 14:42,43:00.0,43:00.0,A11F2S2642207205
3829,A11F2S2642207193,4,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207193
3830,A11F2S2642207204,5,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207204
3831,A11F2S2642207208,1,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207208
3832,A11F2S2642207203,6,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207203
3833,A11F2S2642207207,2,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207207
3834,A11F2S2642207206,3,2026-08-19 14:42,42:52.0,42:52.0,A11F2S2642207206
3835,A11F2S2642206952,1,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642206952
3836,A11F2S2642207209,6,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642207209
3837,A11F2S2642207210,5,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642207210
3838,A11F2S2642206951,2,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642206951
3839,A11F2S2642206950,3,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642206950
3840,A11F2S2642207212,4,2026-08-19 14:42,42:43.0,42:43.0,A11F2S2642207212
3841,A11F2S2642206957,2,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206957
3842,A11F2S2642206954,5,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206954
3843,A11F2S2642206955,4,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206955
3844,A11F2S2642206941,6,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206941
3845,A11F2S2642206956,3,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206956
3846,A11F2S2642206958,1,2026-08-19 14:42,42:35.0,42:35.0,A11F2S2642206958
3847,A11F2S2642206946,1,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206946
3848,A11F2S2642206943,4,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206943
3849,A11F2S2642206942,5,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206942
3850,A11F2S2642206929,6,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206929
3851,A11F2S2642206944,3,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206944
3852,A11F2S2642206945,2,2026-08-19 14:42,42:27.0,42:27.0,A11F2S2642206945
3853,A11F2S2642206949,4,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642206949
3854,A11F2S2642206935,6,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642206935
3855,A11F2S2642207233,2,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642207233
3856,A11F2S2642207234,1,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642207234
3857,A11F2S2642207232,3,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642207232
3858,A11F2S2642206948,5,2026-08-19 14:42,42:19.0,42:19.0,A11F2S2642206948
3859,A11F2S2642207224,5,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207224
3860,A11F2S2642207235,6,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207235
3861,A11F2S2642207239,2,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207239
3862,A11F2S2642207240,1,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207240
3863,A11F2S2642207237,4,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207237
3864,A11F2S2642207238,3,2026-08-19 14:42,42:11.0,42:11.0,A11F2S2642207238
3865,A11F2S2642207226,3,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207226
3866,A11F2S2642207223,6,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207223
3867,A11F2S2642207227,2,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207227
3868,A11F2S2642207228,1,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207228
3869,A11F2S2642207225,4,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207225
3870,A11F2S2642207211,5,2026-08-19 14:41,42:02.0,42:02.0,A11F2S2642207211
3871,A11F2S2642207217,5,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642207217
3872,A11F2S2642206988,2,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642206988
3873,A11F2S2642207229,6,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642207229
3874,A11F2S2642206987,3,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642206987
3875,A11F2S2642206977,1,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642206977
3876,A11F2S2642207231,4,2026-08-19 14:41,41:54.0,41:54.0,A11F2S2642207231
3877,A11F2S2642206991,4,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206991
3878,A11F2S2642206992,3,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206992
3879,A11F2S2642206974,6,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206974
3880,A11F2S2642206994,1,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206994
3881,A11F2S2642206990,5,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206990
3882,A11F2S2642206993,2,2026-08-19 14:41,41:46.0,41:46.0,A11F2S2642206993
3883,A11F2S2642206980,4,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206980
3884,A11F2S2642206979,5,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206979
3885,A11F2S2642206981,3,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206981
3886,A11F2S2642206978,6,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206978
3887,A11F2S2642206982,2,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206982
3888,A11F2S2642206971,1,2026-08-19 14:41,41:37.0,41:37.0,A11F2S2642206971
3889,A11F2S2642207252,1,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642207252
3890,A11F2S2642206985,5,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642206985
3891,A11F2S2642206984,6,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642206984
3892,A11F2S2642206986,4,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642206986
3893,A11F2S2642207250,3,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642207250
3894,A11F2S2642207251,2,2026-08-19 14:41,41:29.0,41:29.0,A11F2S2642207251
3895,A11F2S2642207257,2,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207257
3896,A11F2S2642207255,4,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207255
3897,A11F2S2642207256,3,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207256
3898,A11F2S2642207253,6,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207253
3899,A11F2S2642207258,1,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207258
3900,A11F2S2642207242,5,2026-08-19 14:41,41:21.0,41:21.0,A11F2S2642207242
3901,A11F2S2642207244,3,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207244
3902,A11F2S2642207243,4,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207243
3903,A11F2S2642207245,2,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207245
3904,A11F2S2642207246,1,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207246
3905,A11F2S2642207230,5,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207230
3906,A11F2S2642207241,6,2026-08-19 14:41,41:13.0,41:13.0,A11F2S2642207241
3907,A11F2S2642207247,6,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642207247
3908,A11F2S2642206970,1,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642206970
3909,A11F2S2642207249,4,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642207249
3910,A11F2S2642206968,3,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642206968
3911,A11F2S2642207236,5,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642207236
3912,A11F2S2642206969,2,2026-08-19 14:40,41:05.0,41:05.0,A11F2S2642206969
3913,A11F2S2642206972,5,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206972
3914,A11F2S2642206959,6,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206959
3915,A11F2S2642206976,2,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206976
3916,A11F2S2642206973,4,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206973
3917,A11F2S2642206965,1,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206965
3918,A11F2S2642206975,3,2026-08-19 14:40,40:56.0,40:56.0,A11F2S2642206975
3919,A11F2S2642206947,6,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206947
3920,A11F2S2642206960,5,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206960
3921,A11F2S2642206962,3,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206962
3922,A11F2S2642206961,4,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206961
3923,A11F2S2642206963,2,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206963
3924,A11F2S2642206964,1,2026-08-19 14:40,40:48.0,40:48.0,A11F2S2642206964
3925,A11F2S2642206953,6,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642206953
3926,A11F2S2642207270,1,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642207270
3927,A11F2S2642206967,4,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642206967
3928,A11F2S2642207269,2,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642207269
3929,A11F2S2642207268,3,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642207268
3930,A11F2S2642206966,5,2026-08-19 14:40,40:40.0,40:40.0,A11F2S2642206966
3931,A11F2S2642207273,4,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207273
3932,A11F2S2642207275,2,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207275
3933,A11F2S2642207276,1,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207276
3934,A11F2S2642207260,5,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207260
3935,A11F2S2642207271,6,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207271
3936,A11F2S2642207274,3,2026-08-19 14:40,40:32.0,40:32.0,A11F2S2642207274
3937,A11F2S2642207248,5,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207248
3938,A11F2S2642207264,1,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207264
3939,A11F2S2642207261,4,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207261
3940,A11F2S2642207262,3,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207262
3941,A11F2S2642207263,2,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207263
3942,A11F2S2642207259,6,2026-08-19 14:40,40:24.0,40:24.0,A11F2S2642207259
3943,A11F2S2642207265,6,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642207265
3944,A11F2S2642206995,1,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642206995
3945,A11F2S2642207006,2,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642207006
3946,A11F2S2642207267,4,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642207267
3947,A11F2S2642207254,5,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642207254
3948,A11F2S2642207005,3,2026-08-19 14:40,40:16.0,40:16.0,A11F2S2642207005
3949,A11F2S2642207011,3,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207011
3950,A11F2S2642207009,5,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207009
3951,A11F2S2642207012,2,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207012
3952,A11F2S2642207001,1,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207001
3953,A11F2S2642207008,6,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207008
3954,A11F2S2642207010,4,2026-08-19 14:39,40:08.0,40:08.0,A11F2S2642207010
3955,A11F2S2642206997,4,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206997
3956,A11F2S2642206998,3,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206998
3957,A11F2S2642206999,2,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206999
3958,A11F2S2642206996,5,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206996
3959,A11F2S2642206983,6,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206983
3960,A11F2S2642206989,1,2026-08-19 14:39,40:00.0,40:00.0,A11F2S2642206989
3961,A11F2S2642207304,2,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207304
3962,A11F2S2642207303,3,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207303
3963,A11F2S2642207003,5,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207003
3964,A11F2S2642207002,6,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207002
3965,A11F2S2642207004,4,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207004
3966,A11F2S2642207305,1,2026-08-19 14:39,39:51.0,39:51.0,A11F2S2642207305
3967,A11F2S2642207310,3,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207310
3968,A11F2S2642207308,5,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207308
3969,A11F2S2642207309,4,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207309
3970,A11F2S2642207306,6,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207306
3971,A11F2S2642207312,1,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207312
3972,A11F2S2642207311,2,2026-08-19 14:39,39:43.0,39:43.0,A11F2S2642207311
3973,A11F2S2642207296,4,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207296
3974,A11F2S2642207284,5,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207284
3975,A11F2S2642207297,3,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207297
3976,A11F2S2642207295,6,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207295
3977,A11F2S2642207047,1,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207047
3978,A11F2S2642207299,2,2026-08-19 14:39,39:35.0,39:35.0,A11F2S2642207299
3979,A11F2S2642207301,6,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207301
3980,A11F2S2642207013,1,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207013
3981,A11F2S2642207290,5,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207290
3982,A11F2S2642207022,3,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207022
3983,A11F2S2642207302,4,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207302
3984,A11F2S2642207024,2,2026-08-19 14:39,39:27.0,39:27.0,A11F2S2642207024
3985,A11F2S2642207026,5,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207026
3986,A11F2S2642207025,6,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207025
3987,A11F2S2642207027,4,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207027
3988,A11F2S2642207030,1,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207030
3989,A11F2S2642207028,3,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207028
3990,A11F2S2642207029,2,2026-08-19 14:39,39:19.0,39:19.0,A11F2S2642207029
3991,A11F2S2642207014,6,2026-08-19 14:39,39:10.0,39:10.0,A11F2S2642207014
3992,A11F2S2642207007,1,2026-08-19 14:39,39:10.0,39:10.0,A11F2S2642207007
3993,A11F2S2642207015,5,2026-08-19 14:39,39:10.0,39:10.0,A11F2S2642207015
3994,A11F2S2642207017,3,2026-08-19 14:39,39:10.0,39:10.0,A11F2S2642207017
